"#","Country","ISO","Name","SEZ Present","SEZ Name","SEZ VAT Treatment","SEZ CIT Rate","Local Licensing Fee","Land Ownership Rules"
"407","Botswana","BW","Chobe","No","No designated SEZ in Chobe as of 2024. Source: BITC 2024","NA","N/A. Standard 22% CIT applies. Source: BURS; PwC Botswana 2024","Annual licence via CIPA + council levy. Tourism area; sector licences additional. Estimated BWP 500–3,000/yr. Source: CIPA","Dual tenure: State/Tribal; foreigners leasehold"
"408","Botswana","BW","Francistown","Yes","Francistown SEZ — BITC; northern industrial/trade hub. Source: BITC 2024","VAT and customs relief on qualifying inputs. Source: Special Economic Zones Act 2015 (Botswana)","15% CIT (reduced from standard 22%). Source: Special Economic Zones Act 2015; BITC","Annual licence via CIPA + Francistown City Council. Estimated BWP 1,000–5,000/yr. Source: CIPA; Francistown City Council","Primarily State Land (urban); leasehold"
"409","Botswana","BW","Gaborone","Yes","Gaborone Financial Services SEZ — BITC; financial and business services focus. Source: BITC; US State Dept Botswana 2024","VAT and customs relief on qualifying inputs. Source: Special Economic Zones Act 2015","15% CIT (reduced from standard 22%). Source: Special Economic Zones Act 2015; BITC","Annual licence via CIPA + Gaborone City Council. Capital; highest fees. Estimated BWP 1,500–8,000+/yr for general commercial. Source: CIPA; Gaborone City Council; World Bank Enterprise Survey Botswana","Primarily State Land (urban); leasehold; most active property market"
"410","Botswana","BW","Ghanzi","No","No designated SEZ in Ghanzi as of 2024. Source: BITC 2024","NA","N/A. Standard 22% CIT applies. Source: BURS; PwC Botswana 2024","Annual licence via CIPA + district council. Remote cattle region. Estimated BWP 300–1,500/yr. Source: CIPA","Dual tenure: State/Tribal; foreigners leasehold"
"411","Botswana","BW","Kgalagadi","No","No designated SEZ in Kgalagadi as of 2024. Source: BITC 2024","NA","N/A. Standard 22% CIT applies. Source: BURS; PwC Botswana 2024","Annual licence via CIPA + district council. Remote. Estimated BWP 300–1,000/yr. Source: CIPA","Dual tenure; foreigners leasehold"
"412","Botswana","BW","Kgatleng","No","No designated SEZ in Kgatleng as of 2024. Source: BITC 2024","NA","N/A. Standard 22% CIT applies. Source: BURS; PwC Botswana 2024","Annual licence via CIPA + district council. Near Gaborone corridor. Estimated BWP 500–2,500/yr. Source: CIPA","Dual tenure: State/Tribal; foreigners leasehold"
"413","Botswana","BW","Kweneng","No","No designated SEZ in Kweneng as of 2024. Source: BITC 2024","NA","N/A. Standard 22% CIT applies. Source: BURS; PwC Botswana 2024","Annual licence via CIPA + district council. Estimated BWP 500–2,500/yr. Source: CIPA","Dual tenure: State/Tribal; foreigners leasehold"
"414","Botswana","BW","Lobatse","Yes","Lobatse Special Economic Zone — BITC/BURS; focused on meat processing, pharma, leather. Source: BITC; US State Dept Botswana 2024","VAT and customs duty relief on qualifying inputs. Source: Special Economic Zones Act 2015 (Botswana); BITC","15% CIT (reduced from standard 22%). Source: Special Economic Zones Act 2015; BITC; Deloitte Botswana 2024","Annual licence via CIPA + Lobatse Town Council. Industrial/urban. Estimated BWP 500–3,000/yr. Source: CIPA","State Land dominant (urban/industrial); leasehold"
"415","Botswana","BW","North East","No","No designated SEZ in North East District as of 2024. Source: BITC 2024","NA","N/A. Standard 22% CIT applies. Source: BURS; PwC Botswana 2024","Annual licence via CIPA + district council. Estimated BWP 300–1,500/yr. Source: CIPA","Dual tenure; foreigners leasehold"
"416","Botswana","BW","North West","No","No designated SEZ in North West District as of 2024. Source: BITC 2024","NA","N/A. Standard 22% CIT applies. Source: BURS; PwC Botswana 2024","Annual licence via CIPA + district council. Okavango tourism area. Estimated BWP 500–3,000/yr. Source: CIPA","Dual tenure; Okavango Delta tourism investment"
"417","Botswana","BW","South East","No","No designated SEZ in South East District as of 2024. Source: BITC 2024","NA","N/A. Standard 22% CIT applies. Source: BURS; PwC Botswana 2024","Annual licence via CIPA + district council. Greater Gaborone corridor. Estimated BWP 500–3,000/yr. Source: CIPA","Dual tenure; Greater Gaborone"
"418","Botswana","BW","Southern","No","No designated SEZ in Southern District as of 2024. Source: BITC 2024","NA","N/A. Standard 22% CIT applies. Source: BURS; PwC Botswana 2024","Annual licence via CIPA + district council. Agricultural region. Estimated BWP 300–1,500/yr. Source: CIPA","Dual tenure; agricultural; foreigners leasehold"
"419","Botswana","BW","Sowa Town","No","No designated SEZ in Sowa Town as of 2024. Source: BITC 2024","NA","N/A. Standard 22% CIT applies. Source: BURS; PwC Botswana 2024","Annual licence via CIPA + council. Industrial/mining (soda ash). Estimated BWP 500–2,000/yr. Source: CIPA","State Land (industrial/mining); leasehold"
"420","Namibia","NA","Erongo","Yes","Walvis Bay Export Processing Zone (Erongo Region) — EPZN; established under Export Processing Zones Act 9/1995. Walvis Bay port logistics hub. Source: Export Processing Zones Namibia (EPZN); NIPDB; US State Dept Namibia 2024","Customs duty and VAT exemptions on qualifying inputs. Source: Export Processing Zones Act 9/1995; NamRA","0% CIT for first 10 yrs; standard 32% thereafter. Source: Export Processing Zones Act 9/1995; EPZN; NamRA","Annual business registration via Namibia Investment Promotion and Development Board (NIPDB) + local authority (e.g. Swakopmund, Walvis Bay). Estimated NAD 1,000–8,000/yr. Coastal/industrial. Source: NIPDB; Business and Intellectual Property Authority (BIPA); Local Authority Act","Dual tenure: freehold (commercial) and communal; foreigners may own freehold"
"421","Namibia","NA","Hardap","No","No EPZ or SEZ in Hardap as of 2024. Source: NIPDB 2024","NA","N/A. Standard 32% CIT applies. Source: NamRA; NIPDB 2024","Annual licence via NIPDB/BIPA + local authority. Estimated NAD 500–3,000/yr. Source: NIPDB; BIPA","Dual tenure: freehold and communal"
"422","Namibia","NA","//Karas","No","No EPZ or SEZ in //Karas as of 2024. Source: NIPDB 2024","NA","N/A. Standard 32% CIT applies. Source: NamRA; NIPDB 2024","Annual licence via NIPDB/BIPA + local authority. Remote southern region. Estimated NAD 500–2,500/yr. Source: NIPDB; BIPA","Dual tenure: freehold and communal"
"423","Namibia","NA","Kavango East","No","No EPZ or SEZ in Kavango East as of 2024. Source: NIPDB 2024","NA","N/A. Standard 32% CIT applies. Source: NamRA; NIPDB 2024","Annual licence via NIPDB/BIPA + local authority. Predominantly communal region. Estimated NAD 300–1,500/yr. Source: NIPDB; BIPA","Predominantly communal land"
"424","Namibia","NA","Kavango West","No","No EPZ or SEZ in Kavango West as of 2024. Source: NIPDB 2024","NA","N/A. Standard 32% CIT applies. Source: NamRA; NIPDB 2024","Annual licence via NIPDB/BIPA + local authority. Predominantly communal. Estimated NAD 300–1,500/yr. Source: NIPDB; BIPA","Predominantly communal land"
"425","Namibia","NA","Khomas","No","No EPZ or SEZ in Khomas (Windhoek) as of 2024. Standard NIPDB investment regime. Source: NIPDB 2024","NA","N/A. Standard 32% CIT applies. Source: NamRA; NIPDB 2024","Annual licence via NIPDB/BIPA + City of Windhoek. Capital; highest fees. Estimated NAD 2,000–10,000+/yr for general commercial. Source: NIPDB; BIPA; City of Windhoek tariff schedule","Windhoek: primarily freehold and leasehold (urban); foreigners may own freehold"
"426","Namibia","NA","Kunene","No","No EPZ or SEZ in Kunene as of 2024. Source: NIPDB 2024","NA","N/A. Standard 32% CIT applies. Source: NamRA; NIPDB 2024","Annual licence via NIPDB/BIPA + local authority. Remote; lower activity. Estimated NAD 300–1,500/yr. Source: NIPDB; BIPA","Mixed: some commercial freehold, large communal areas"
"427","Namibia","NA","Ohangwena","No","No EPZ or SEZ in Ohangwena as of 2024. Source: NIPDB 2024","NA","N/A. Standard 32% CIT applies. Source: NamRA; NIPDB 2024","Annual licence via NIPDB/BIPA + local authority. Predominantly communal. Estimated NAD 300–1,500/yr. Source: NIPDB; BIPA","Predominantly communal land"
"428","Namibia","NA","Omaheke","No","No EPZ or SEZ in Omaheke as of 2024. Source: NIPDB 2024","NA","N/A. Standard 32% CIT applies. Source: NamRA; NIPDB 2024","Annual licence via NIPDB/BIPA + local authority. Cattle ranching area. Estimated NAD 500–2,500/yr. Source: NIPDB; BIPA","Mixed: commercial freehold (cattle ranching) and communal"
"429","Namibia","NA","Omusati","No","No EPZ or SEZ in Omusati as of 2024. Source: NIPDB 2024","NA","N/A. Standard 32% CIT applies. Source: NamRA; NIPDB 2024","Annual licence via NIPDB/BIPA + local authority. Predominantly communal. Estimated NAD 300–1,500/yr. Source: NIPDB; BIPA","Predominantly communal land"
"430","Namibia","NA","Oshana","No","No EPZ or SEZ in Oshana as of 2024. Source: NIPDB 2024","NA","N/A. Standard 32% CIT applies. Source: NamRA; NIPDB 2024","Annual licence via NIPDB/BIPA + local authority. Oshakati urban hub. Estimated NAD 500–3,000/yr. Source: NIPDB; BIPA","Mixed: freehold (urban Oshakati) and communal"
"431","Namibia","NA","Oshikoto","No","No EPZ or SEZ in Oshikoto as of 2024. Source: NIPDB 2024","NA","N/A. Standard 32% CIT applies. Source: NamRA; NIPDB 2024","Annual licence via NIPDB/BIPA + local authority. Estimated NAD 500–2,500/yr. Source: NIPDB; BIPA","Mixed: freehold and communal"
"432","Namibia","NA","Otjozondjupa","No","No EPZ or SEZ in Otjozondjupa as of 2024. Source: NIPDB 2024","NA","N/A. Standard 32% CIT applies. Source: NamRA; NIPDB 2024","Annual licence via NIPDB/BIPA + local authority. Game farms/tourism. Estimated NAD 500–3,000/yr. Source: NIPDB; BIPA","Mixed: commercial freehold and communal"
"433","Namibia","NA","Zambezi","No","No EPZ or SEZ in Zambezi as of 2024. Source: NIPDB 2024","NA","N/A. Standard 32% CIT applies. Source: NamRA; NIPDB 2024","Annual licence via NIPDB/BIPA + local authority. Remote; lower activity. Estimated NAD 300–1,500/yr. Source: NIPDB; BIPA","Predominantly communal land"
"434","Mali","ML","Bamako","Yes (limited)","Bamako Free Zone (Zone Franche de Bamako) — APIM (Agence pour la Promotion des Investissements au Mali); limited operations given national instability. Source: APIM; US State Dept Mali 2024","Customs and VAT relief on qualifying inputs within zone in principle. Source: Code des Investissements Mali","Reduced CIT for qualifying free zone enterprises; standard 30% outside zone. Enforcement limited. Source: APIM; Code des Investissements Mali; US State Dept Mali 2024","Patente + registration at Centre de Formalités des Entreprises (CFE). Bamako highest in Mali. Estimated XOF 100,000–500,000+/yr for general commercial. Source: Code Général des Impôts Mali; CFE","State/private domain law; private title in urban areas; rural state domain"
"435","Mali","ML","Gao","No / Non-functional","Active conflict zone — formal SEZ/licensing non-functional in many areas. Source: APIM; US State Dept Mali 2024","NA","N/A. Standard 30% CIT; enforcement non-functional. Source: DGI Mali; US State Dept Mali 2024","Patente + CFE. Active conflict zone — formal licensing disrupted in many areas. Estimated XOF 20,000–100,000/yr where operating. Source: CGI Mali","State domain; active conflict zone"
"436","Mali","ML","Kayes","No / Non-functional","No functional SEZ in Kayes. APIM framework; severely limited by security situation. Source: APIM; US State Dept Mali 2024","NA","N/A. Standard 30% CIT; enforcement limited. Source: DGI Mali","Patente + CFE. Western region; gold mining presence. Estimated XOF 30,000–150,000/yr. Source: CGI Mali","State domain; rural customary use"
"437","Mali","ML","Kidal","No / Non-functional","Kidal effectively outside government control. Formal licensing non-functional. Data confidence: none. Source: US State Dept 2024; Brookings","NA","N/A. Standard CIT framework notionally applies; enforcement non-functional. Source: US State Dept Mali 2024","Patente + CFE. Effectively outside government control. Formal licensing non-functional. Data confidence: none. Source: US State Dept 2024; Brookings","State domain; outside government control"
"438","Mali","ML","Koulikoro","No / Non-functional","No functional SEZ in Koulikoro. Source: APIM; US State Dept Mali 2024","NA","N/A. Standard 30% CIT; enforcement limited. Source: DGI Mali","Patente + CFE. Near Bamako; elevated. Estimated XOF 30,000–150,000/yr. Source: CGI Mali","State domain; rural customary use"
"439","Mali","ML","Mopti","No / Non-functional","Conflict-affected central region. Formal SEZ framework non-functional. Source: APIM; US State Dept Mali 2024","NA","N/A. Standard 30% CIT; enforcement limited. Source: DGI Mali","Patente + CFE. Conflict-affected central region. Formal estimates: XOF 20,000–100,000/yr. Source: CGI Mali","State domain; rural customary use; conflict-affected"
"440","Mali","ML","Ségou","No / Non-functional","No functional SEZ in Ségou. Source: APIM; US State Dept Mali 2024","NA","N/A. Standard 30% CIT; enforcement limited. Source: DGI Mali","Patente + CFE. Agricultural investment zone. Estimated XOF 30,000–150,000/yr. Source: CGI Mali","State domain; rural customary use; agricultural"
"441","Mali","ML","Sikasso","No / Non-functional","No functional SEZ in Sikasso. Most stable region but national SEZ framework non-operational. Source: APIM; US State Dept Mali 2024","NA","N/A. Standard 30% CIT; enforcement limited. Source: DGI Mali","Patente + CFE. Agricultural south; most stable region. Estimated XOF 30,000–150,000/yr. Source: CGI Mali","State domain; rural customary use; agricultural"
"442","Mali","ML","Taoudénit","No / Non-functional","No functioning commercial or SEZ infrastructure. Data confidence: none. Source: US State Dept 2024","NA","N/A. Standard CIT framework notionally applies; enforcement non-functional. Source: US State Dept Mali 2024","Patente + CFE. Deep Saharan — no functioning commercial infrastructure. Data confidence: none. Source: US State Dept 2024","State domain; no functioning land administration"
"443","Mali","ML","Ménaka","No / Non-functional","Conflict-affected. Formal licensing non-functional in many areas. Data confidence: none. Source: US State Dept 2024","NA","N/A. Standard CIT framework notionally applies; enforcement non-functional. Source: US State Dept Mali 2024","Patente + CFE. Conflict-affected. Formal licensing non-functional in many areas. Data confidence: none. Source: US State Dept 2024","State domain; no functioning land administration"
"444","Libya","LY","Al Butnan","No","No SEZ","N/A. No VAT in Libya nationally (PwC Tax Summaries Libya). No SEZ present.","N/A. No SEZ. Standard 20% CIT applies. Source: PwC Libya Tax Summaries",NA,NA
"445","Libya","LY","Al Jabal al Akhdar","No","No SEZ","N/A. No VAT in Libya nationally. No SEZ present.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"446","Libya","LY","Al Jabal al Gharbi","Yes","Special Economic Zone Wadi Al-Harir (Decree No. 7/2021; UNCTAD Investment Policy Monitor confirmed)","No VAT in Libya nationally (PwC Tax Summaries). All MFZ/FTZ activities fully exempt from taxes and customs duties under Law No. 9/2000 and Decree No. 7/2021. Source: mfzly.com (official MFZ); Tumi Law Firm 2025; PwC Libya Tax Summaries","0% — full exemption from all taxes for the life of the project under Decree No. 7/2021 and Law No. 9/2000. Standard CIT outside zone: 20%. Source: mfzly.com (official MFZ); Tumi Law Firm 2025; PwC Libya Tax Summaries",NA,NA
"447","Libya","LY","Al Jafarah","No","No SEZ","N/A. No VAT in Libya nationally. No SEZ present.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"448","Libya","LY","Al Jufrah","No","No SEZ","N/A. No VAT in Libya nationally. No SEZ present.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"449","Libya","LY","Al Kufrah","No","No SEZ","N/A. No VAT in Libya nationally. No SEZ present.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"450","Libya","LY","Al Marj","No","No SEZ","N/A. No VAT in Libya nationally. No SEZ present.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"451","Libya","LY","Al Marqab","No","No SEZ","N/A. No VAT in Libya nationally. No SEZ present.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"452","Libya","LY","Al Wahat","No","No SEZ","N/A. No VAT in Libya nationally. No SEZ present.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"453","Libya","LY","An Nuqat al Khams","Yes","Zuwara-Abu Kammash Free Trade Zone (Law No. 215/2006; Libya Herald / Libya Legal Database confirmed)","No VAT in Libya nationally (PwC). FTZ companies at Zuwara-Abu Kammash fully exempt from taxes and customs duties under Law No. 215/2006. Source: PwC Libya Tax Summaries; Tumi Law Firm 2025","0% — full exemption from all taxes for the life of the project under Law No. 215/2006. Standard CIT outside zone: 20%. Source: PwC Libya; Tumi Law Firm 2025; Libya Herald",NA,NA
"454","Libya","LY","Az Zawiyah","No","No SEZ","N/A. No VAT in Libya nationally. No SEZ present.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"455","Libya","LY","Benghazi","No","No SEZ","N/A. No VAT in Libya nationally. No SEZ present.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"456","Libya","LY","Derna","No","No SEZ","N/A. No VAT in Libya nationally. No SEZ present.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"457","Libya","LY","Ghat","No","No SEZ","N/A. No VAT in Libya nationally. No SEZ present.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"458","Libya","LY","Misrata","Yes","Misurata Free Zone (MFZ) (est. 2000, Law No. 9/2000; mfzly.com official; UNCTAD confirmed)","No VAT in Libya nationally (PwC). All MFZ business activities exempt from taxation, customs duties, and other restrictions under Law No. 9/2000. Source: mfzly.com (official); PwC Libya Tax Summaries; Tumi Law Firm 2025","0% — all business activities in MFZ exempt from all taxes for the life of the project under Law No. 9/2000. Standard CIT outside zone: 20%. Source: mfzly.com (official MFZ); MarcoPolis interview with MFZ Investment General Manager; PwC Libya Tax Summaries",NA,NA
"459","Libya","LY","Murzuq","No","No SEZ","N/A. No VAT in Libya nationally. No SEZ present.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"460","Libya","LY","Nalut","No","No SEZ","N/A. No VAT in Libya nationally. No SEZ present.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"461","Libya","LY","Sabha","No","No SEZ","N/A. No VAT in Libya nationally. No SEZ present.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"462","Libya","LY","Surt","No","No SEZ","N/A. No VAT in Libya nationally. No SEZ present.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"463","Libya","LY","Tripoli","No","No SEZ","N/A. No VAT in Libya nationally. No SEZ present.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"464","Libya","LY","Wadi al Hayaa","No","No SEZ","N/A. No VAT in Libya nationally. No SEZ present.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"465","Libya","LY","Wadi al Shatii","No","No SEZ","N/A. No VAT in Libya nationally. No SEZ present.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"475","Niger","NE","Agadez","No","No SEZ","N/A. No SEZ. Standard VAT 19% applies. Source: PwC Niger Tax Summaries","N/A. No SEZ. Standard 30% CIT applies. Source: PwC Niger Tax Summaries",NA,NA
"476","Niger","NE","Diffa","No","No SEZ","N/A. No SEZ. Standard VAT 19% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"477","Niger","NE","Dosso","No","No SEZ","N/A. No SEZ. Standard VAT 19% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"478","Niger","NE","Maradi","No","No SEZ","N/A. No SEZ. Standard VAT 19% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"479","Niger","NE","Niamey","No","No SEZ","N/A. No SEZ. Standard VAT 19% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"480","Niger","NE","Tahoua","No","No SEZ","N/A. No SEZ. Standard VAT 19% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"481","Niger","NE","Tillabéri","No","No SEZ","N/A. No SEZ. Standard VAT 19% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"482","Niger","NE","Zinder","No","No SEZ","N/A. No SEZ. Standard VAT 19% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"483","Togo","TG","Centrale","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies. Source: PwC Togo; Togo First","N/A. No SEZ. Standard 27% CIT applies. Source: PwC Togo; WTO TPR/S/362",NA,NA
"484","Togo","TG","Kara","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 27% CIT applies.",NA,NA
"485","Togo","TG","Maritime","Yes","Zone Franche Industrielle (administered by SAZOF — Société d'Administration de la Zone Franche; est. Law 89/14 of 1989, amended Law 2011-18; Lomé, Maritime region; togoleseembassy.com official)","10-year exemption from VAT on goods and services for zone set-up and operations; customs duties exempt on machinery, equipment, raw materials and exports. Source: Togolese Embassy official (togoleseembassy.com); WTO Trade Policy Review S/362 Togo (Law 2011-18)","5% CIT on taxable profit for years 1–5 of operation; 0% CIT for years 6–10; standard 27% CIT thereafter. Source: Togolese Embassy official (togoleseembassy.com); WTO Trade Policy Review S/362 Togo; Law 2011-18 of 24 June 2011",NA,NA
"486","Togo","TG","Plateaux","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 27% CIT applies.",NA,NA
"487","Togo","TG","Savanes","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 27% CIT applies.",NA,NA
"488","Burkina Faso","BF","Boucle du Mouhoun","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies. Source: PwC Burkina Faso","N/A. No SEZ. Standard 27.5% CIT applies. Source: PwC Burkina Faso Tax Summaries",NA,NA
"489","Burkina Faso","BF","Cascades","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 27.5% CIT applies.",NA,NA
"490","Burkina Faso","BF","Centre","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 27.5% CIT applies.",NA,NA
"491","Burkina Faso","BF","Centre-Est","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 27.5% CIT applies.",NA,NA
"492","Burkina Faso","BF","Centre-Nord","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 27.5% CIT applies.",NA,NA
"493","Burkina Faso","BF","Centre-Ouest","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 27.5% CIT applies.",NA,NA
"494","Burkina Faso","BF","Centre-Sud","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 27.5% CIT applies.",NA,NA
"495","Burkina Faso","BF","Est","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 27.5% CIT applies.",NA,NA
"496","Burkina Faso","BF","Hauts-Bassins","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 27.5% CIT applies.",NA,NA
"497","Burkina Faso","BF","Nord","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 27.5% CIT applies.",NA,NA
"498","Burkina Faso","BF","Plateau-Central","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 27.5% CIT applies.",NA,NA
"499","Burkina Faso","BF","Sahel","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 27.5% CIT applies.",NA,NA
"500","Burkina Faso","BF","Sud-Ouest","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 27.5% CIT applies.",NA,NA
"501","Benin","BJ","Alibori","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies. Source: Benin General Tax Code 2024 (finances.bj)","N/A. No SEZ. Standard 30% CIT applies. Source: Benin General Tax Code 2024 (finances.bj); US State Dept",NA,NA
"502","Benin","BJ","Atakora","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"503","Benin","BJ","Atlantique","Yes","Glo-Djigbé Industrial Zone (GDIZ) (PPP: Republic of Benin / ARISE IIP; est. 2020; 1,640 ha; gdiz-benin.com official; US State Dept Investment Climate 2025)","100% exemption from TVA/VAT on raw materials purchased in the zone (otherwise 18%); customs duties exempt on qualifying imports. Source: GDIZ official FAQ (gdiz-benin.com); US State Dept Investment Climate Benin 2025","0% — 100% permanent exemption from corporate income tax (otherwise 30%), business and licence tax, and employer payroll tax. Source: GDIZ official FAQ (gdiz-benin.com); US State Dept Investment Climate Benin 2025; ARISE IIP",NA,NA
"504","Benin","BJ","Borgou","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"505","Benin","BJ","Collines","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"506","Benin","BJ","Couffo","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"507","Benin","BJ","Donga","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"508","Benin","BJ","Littoral","Yes","Africa Logistics Zone (ALZ) — Port Autonome de Cotonou / PoABI PPP; est. by Benin govt decree July 31 2024; 40 ha; US State Dept Investment Climate 2025","VAT and customs exemptions on qualifying imports for zone set-up and operations per Benin Investment Code and SEZ decree (July 2024). Standard national VAT is 18%. Source: US State Dept Investment Climate Benin 2025; Benin govt (finances.bj)","CIT exemptions applicable per Benin SEZ law and Investment Code 2020; specific rates subject to negotiated establishment agreement. Exemptions from customs duties, corporate tax, and minimum flat-rate tax for up to 15 years per Investment Code. Standard CIT 30%. Source: US State Dept Investment Climate Benin 2025; Benin Investment Code 2020",NA,NA
"509","Benin","BJ","Mono","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"510","Benin","BJ","Ouémé","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"511","Benin","BJ","Plateau","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"512","Benin","BJ","Zou","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"513","Chad","TD","Bahr el Gazel","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies. Source: PwC Chad Tax Summaries","N/A. No SEZ. Standard 35% CIT applies. Source: PwC Chad Tax Summaries",NA,NA
"514","Chad","TD","Batha","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 35% CIT applies.",NA,NA
"515","Chad","TD","Borkou","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 35% CIT applies.",NA,NA
"516","Chad","TD","Chari-Baguirmi","Yes","Zone industrielle de N'Djamena (ZINDJAM) (PPP: Republic of Chad / ARISE IIP; Ordinance No. 002/PCMT/2022; ariseiip.com official; UNCTAD confirmed; N'Djamena city co-administered with province)","Standard VAT (18%) applies within ZINDJAM; reduced customs duty rate of 3.4% for first 10 years (vs. standard CEMAC rates). Source: ARISE IIP official (ariseiip.com/project/laham-tchad); PwC Chad Tax Summaries; Ordinance No. 002/PCMT/2022","0% CIT for first 10 years; 10% CIT from year 11 onwards. Standard CIT outside zone: 35%. Source: ARISE IIP official (ariseiip.com/project/laham-tchad); Ordinance No. 002/PCMT/2022; UNCTAD Investment Policy Monitor",NA,NA
"517","Chad","TD","Ennedi Est","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 35% CIT applies.",NA,NA
"518","Chad","TD","Ennedi Ouest","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 35% CIT applies.",NA,NA
"519","Chad","TD","Guéra","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 35% CIT applies.",NA,NA
"520","Chad","TD","Hadjer-Lamis","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 35% CIT applies.",NA,NA
"521","Chad","TD","Kanem","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 35% CIT applies.",NA,NA
"522","Chad","TD","Lac","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 35% CIT applies.",NA,NA
